95.31.62.140 - - [21/Nov/2018:00:28:20 +0800] "GET / HTTP/1.1" 200 11418
180.163.220.60 - - [21/Nov/2018:20:13:40 +0800] "GET /bg-button.png HTTP/1.1" 200 713
180.163.220.124 - - [21/Nov/2018:20:13:40 +0800] "GET /bg-middle.png HTTP/1.1" 200 1918
180.163.220.61 - - [21/Nov/2018:20:14:50 +0800] "GET / HTTP/1.1" 200 11418
180.163.220.61 - - [21/Nov/2018:20:14:50 +0800] "GET /tomcat.css HTTP/1.1" 200 5931
180.163.220.124 - - [21/Nov/2018:20:14:50 +0800] "GET /tomcat.png HTTP/1.1" 200 5103
180.163.220.61 - - [21/Nov/2018:20:14:50 +0800] "GET /bg-nav.png HTTP/1.1" 200 1401
180.163.220.124 - - [21/Nov/2018:20:14:50 +0800] "GET /asf-logo-wide.svg HTTP/1.1" 200 26726
180.163.220.96 - - [21/Nov/2018:20:14:50 +0800] "GET /bg-button.png HTTP/1.1" 200 713
180.163.220.60 - - [21/Nov/2018:20:14:50 +0800] "GET /bg-upper.png HTTP/1.1" 200 3103
180.163.220.101 - - [21/Nov/2018:20:14:50 +0800] "GET /bg-middle.png HTTP/1.1" 200 1918
180.163.220.5 - - [21/Nov/2018:20:18:47 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
189.69.220.174 - - [21/Nov/2018:20:21:39 +0800] "GET / HTTP/1.1" 200 11418
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/toLogin HTTP/1.1" 200 2272
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icon.css HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/easyui.css HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/locale/easyui-lang-zh_CN.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/jquery.easyui.min.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/jquery.min.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/login.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/images/logo.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/icons/man.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/passwordbox_open.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:01 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/combo_arrow.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:15 +0800] "POST /ssmdm/login HTTP/1.1" 200 3608
111.21.65.4 - - [21/Nov/2018:20:26:15 +0800] "GET /ssmdm/js/title.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:15 +0800] "GET /ssmdm/css/Main.css HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:15 +0800] "GET /ssmdm/images/logo2.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:15 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/tabs_icons.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:15 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/panel_tools.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:15 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/blank.gif HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:15 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/accordion_arrows.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:18 +0800] "GET /ssmdm/Student/queryInfo HTTP/1.1" 200 1987
111.21.65.4 - - [21/Nov/2018:20:26:18 +0800] "GET /ssmdm/js/student/queryAllDoc.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:21 +0800] "GET /ssmdm/toRead HTTP/1.1" 200 844
111.21.65.4 - - [21/Nov/2018:20:26:21 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/pagination_icons.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:21 +0800] "GET /ssmdm/js/jquery-easyui-1.5.2/themes/default/images/loading.gif HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:21 +0800] "POST /ssmdm/Student/queryAllDoc HTTP/1.1" 200 816
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/viewer.html?file=/doc/10/2015/1001/1510064101/151006410102.pdf HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/build/pdf.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/compatibility.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/viewer.css HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/debugger.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/l10n.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/viewer.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/texture.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-menuArrows.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-viewThumbnail.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-viewAttachments.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-viewOutline.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-sidebarToggle.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-zoomOut.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-download.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-presentationMode.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-pageDown.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-openFile.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-pageUp.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-zoomIn.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-print.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-secondaryToolbarToggle.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-bookmark.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/locale/locale.properties HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/build/pdf.worker.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/toolbarButton-search.png HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /ssmdm/js/pdfjs/generic/web/locale/zh-CN/viewer.properties HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:25 +0800] "GET /doc/10/2015/1001/1510064101/151006410102.pdf HTTP/1.1" 200 123937
111.21.65.4 - - [21/Nov/2018:20:26:26 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/shadow.png HTTP/1.1" 200 290
111.21.65.4 - - [21/Nov/2018:20:26:26 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/loading-small.png HTTP/1.1" 200 7402
111.21.65.4 - - [21/Nov/2018:20:26:26 +0800] "GET /ssmdm/js/pdfjs/generic/web/images/loading-icon.gif HTTP/1.1" 200 2545
111.21.65.4 - - [21/Nov/2018:20:26:29 +0800] "GET /ssmdm/toRead HTTP/1.1" 200 844
111.21.65.4 - - [21/Nov/2018:20:26:30 +0800] "POST /ssmdm/Student/queryAllDoc HTTP/1.1" 200 816
111.21.65.4 - - [21/Nov/2018:20:26:32 +0800] "GET /ssmdm/js/pdfjs/generic/web/viewer.html?file=/doc/10/2015/1001/1510064101/151006410199.pdf HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:32 +0800] "GET /doc/10/2015/1001/1510064101/151006410199.pdf HTTP/1.1" 200 102353
111.21.65.4 - - [21/Nov/2018:20:26:35 +0800] "GET /ssmdm/toRead HTTP/1.1" 200 844
111.21.65.4 - - [21/Nov/2018:20:26:35 +0800] "POST /ssmdm/Student/queryAllDoc HTTP/1.1" 200 816
111.21.65.4 - - [21/Nov/2018:20:26:37 +0800] "GET /ssmdm/js/pdfjs/generic/web/viewer.html?file=/doc/10/2015/1001/1510064101/151006410104.pdf HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:37 +0800] "GET /doc/10/2015/1001/1510064101/151006410104.pdf HTTP/1.1" 200 15630
111.21.65.4 - - [21/Nov/2018:20:26:41 +0800] "GET /ssmdm/toRead HTTP/1.1" 200 844
111.21.65.4 - - [21/Nov/2018:20:26:41 +0800] "POST /ssmdm/Student/queryAllDoc HTTP/1.1" 200 816
111.21.65.4 - - [21/Nov/2018:20:26:41 +0800] "GET /ssmdm/toAdvice HTTP/1.1" 200 840
111.21.65.4 - - [21/Nov/2018:20:26:41 +0800] "GET /ssmdm/js/student/queryAdvice.js HTTP/1.1" 304 -
111.21.65.4 - - [21/Nov/2018:20:26:41 +0800] "POST /ssmdm/Student/queryAdvice HTTP/1.1" 200 32
111.21.65.4 - - [21/Nov/2018:20:26:43 +0800] "GET /ssmdm/stuUpload HTTP/1.1" 200 2831
111.21.65.4 - - [21/Nov/2018:20:26:43 +0800] "GET /ssmdm/js/student/fileUpload.js HTTP/1.1" 304 -
2.179.213.235 - - [21/Nov/2018:20:31:02 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:38:54 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:39:00 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:39:00 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:39:00 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:39:00 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:39:00 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:39:00 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:39:00 +0800] "GET / HTTP/1.1" 200 11418
58.248.203.20 - - [21/Nov/2018:20:39:00 +0800] "CONNECT www.voanews.com:443 HTTP/1.0" 400 -
42.236.10.92 - - [21/Nov/2018:20:47:02 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
222.186.172.50 - - [21/Nov/2018:20:48:26 +0800] "GET /user.php?act=login HTTP/1.1" 404 967
180.163.220.5 - - [21/Nov/2018:20:49:31 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
180.163.220.68 - - [21/Nov/2018:20:51:51 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
111.21.65.4 - - [21/Nov/2018:21:34:01 +0800] "GET /ssmdm HTTP/1.1" 302 -
111.21.65.4 - - [21/Nov/2018:21:34:01 +0800] "GET /ssmdm/ HTTP/1.1" 302 -
111.21.65.4 - - [21/Nov/2018:21:34:01 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
111.21.65.4 - - [21/Nov/2018:21:34:01 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:34:01 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:34:01 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:34:01 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:34:01 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:41:18 +0800] "GET /ssmdm/css/reset.css HTTP/1.1" 200 1187
111.21.65.4 - - [21/Nov/2018:21:41:18 +0800] "GET /ssmdm/css/flexslider.css HTTP/1.1" 200 3250
111.21.65.4 - - [21/Nov/2018:21:41:18 +0800] "GET /ssmdm/toTop HTTP/1.1" 200 12737
111.21.65.4 - - [21/Nov/2018:21:41:19 +0800] "GET /ssmdm/css/responsive.css HTTP/1.1" 200 4432
111.21.65.4 - - [21/Nov/2018:21:41:19 +0800] "GET /ssmdm/js/js_z.js HTTP/1.1" 200 788
111.21.65.4 - - [21/Nov/2018:21:41:19 +0800] "GET /ssmdm/css/thems.css HTTP/1.1" 200 13346
111.21.65.4 - - [21/Nov/2018:21:41:19 +0800] "GET /ssmdm/js/jquery.flexslider.js HTTP/1.1" 200 40487
111.21.65.4 - - [21/Nov/2018:21:41:21 +0800] "GET /ssmdm/js/jquery-1.8.3.min.js HTTP/1.1" 200 93636
111.21.65.4 - - [21/Nov/2018:21:41:21 +0800] "GET /ssmdm/images/icon5.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:41:21 +0800] "GET /ssmdm/images/icon4.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:41:21 +0800] "GET /ssmdm/images/icon3.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:41:21 +0800] "GET /ssmdm/images/icon2.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:41:21 +0800] "GET /ssmdm/images/nav_ico.png HTTP/1.1" 404 949
111.21.65.4 - - [21/Nov/2018:21:41:30 +0800] "GET /ssmdm/images/nav2.jpg HTTP/1.1" 200 493564
111.21.65.4 - - [21/Nov/2018:21:41:33 +0800] "GET /ssmdm/images/nav3.jpg HTTP/1.1" 200 510569
111.21.65.4 - - [21/Nov/2018:21:41:34 +0800] "GET /ssmdm/images/nav4.jpg HTTP/1.1" 200 493564
111.21.65.4 - - [21/Nov/2018:21:41:36 +0800] "GET /ssmdm/images/nav1.jpg HTTP/1.1" 200 510569
185.47.163.199 - - [21/Nov/2018:22:01:33 +0800] "GET / HTTP/1.1" 200 11418
190.216.241.17 - - [21/Nov/2018:22:01:53 +0800] "GET / HTTP/1.1" 200 11418
